cartodb_id,the_geom,field_1,id,id2,geography,totalpop,totalpop_error,totaldispop,totaldispop2,perdispop,ambdispop,ambdispop_error,perambdispop,perambdispop2,awater,aland,lsad,name,tractce,countyfp,statefp
113,0106000020E6100000010000000103000000010000000B000000217024D0607C52C0536F0D6C95504440EEF8F6AE417C52C05C81E849995044401C8A027D227C52C09717601F9D50444049D3A0681E7C52C088CE328B50504440CD33F6251B7C52C054302AA91350444094EEAEB3217C52C0976A662D055044405BACA8C1347C52C03441D47D00504440ED906280447C52C04D05DCF3FC4F444038AFB14B547C52C038454772F94F44408805BEA25B7C52C069300DC347504440217024D0607C52C0536F0D6C95504440,909,1400000US36047074000,36047074000,"Census Tract 740, Kings County, New York",4264,502,392,134,9.2,276,123,6.8,2.8,0,162388,CT,740,74000,47,36
2703,0106000020E6100000010000000103000000010000000C00000089E76C01A17C52C0A6E0F0828850444097141F9F907C52C0FE8F13268C504440C2263273817C52C0316953758F504440B5D617096D7C52C00049D8B793504440217024D0607C52C0536F0D6C955044408805BEA25B7C52C069300DC34750444038AFB14B547C52C038454772F94F4440F9CC599F727C52C0D092C7D3F24F444087F4DBD7817C52C0CC3D247CEF4F4440C08D942D927C52C0748E01D9EB4F444098999999997C52C0D4FD63213A50444089E76C01A17C52C0A6E0F08288504440,910,1400000US36047074200,36047074200,"Census Tract 742, Kings County, New York",3589,283,376,93,10.5,220,65,6.5,1.9,0,174327,CT,742,74200,47,36
1379,0106000020E6100000010000000103000000010000000B00000087F4DBD7817C52C0CC3D247CEF4F4440F9CC599F727C52C0D092C7D3F24F444038AFB14B547C52C038454772F94F4440ED906280447C52C04D05DCF3FC4F4440FD428F183D7C52C01C1A16A3AE4F44402ADA1CE7367C52C05145F12A6B4F444072BA2C26367C52C04B378941604F4440307381CB637C52C0CDC47421564F4440EE1EA0FB727C52C0C76FD1C9524F4440DE6C73637A7C52C0CAD6FA22A14F444087F4DBD7817C52C0CC3D247CEF4F4440,911,1400000US36047074400,36047074400,"Census Tract 744, Kings County, New York",2500,279,125,45,5,91,41,4,1.9,0,170075,CT,744,74400,47,36
4579,0106000020E6100000010000000103000000010000000F00000030CD74AF937C52C0B90853944B4F4440EE1EA0FB727C52C0C76FD1C9524F4440307381CB637C52C0CDC47421564F444072BA2C26367C52C04B378941604F44405084D4EDEC7B52C0D744662E704F4440E66C01A1F57B52C0781F4773644F4440C8E1934E247C52C038D384ED274F4440339BC761307C52C0FE1F274C184F44400F94DBF63D7C52C0A383F57F0E4F4440B298D87C5C7C52C09AD9AED0074F444072B0FECF617C52C03D05C078064F44402D58AA0B787C52C0716A6798DA4E44407E677BF4867C52C08E15FC36C44E4440C9349A5C8C7C52C0891D8D43FD4E444030CD74AF937C52C0B90853944B4F4440,912,1400000US36047074600,36047074600,"Census Tract 746, Kings County, New York",2254,242,153,47,6.8,108,43,5.2,2.2,0,202040,CT,746,74600,47,36
436,0106000020E6100000010000000103000000010000000A0000005B3CBCE7C07C52C0B52C5F97E14F4440E1E47E87A27C52C0BDD6A546E84F4440C08D942D927C52C0748E01D9EB4F444087F4DBD7817C52C0CC3D247CEF4F4440DE6C73637A7C52C0CAD6FA22A14F4440EE1EA0FB727C52C0C76FD1C9524F444030CD74AF937C52C0B90853944B4F444092E2E313B27C52C082DA6FED444F44409A728577B97C52C084419946934F44405B3CBCE7C07C52C0B52C5F97E14F4440,913,1400000US36047074800,36047074800,"Census Tract 748, Kings County, New York",1906,233,93,32,4.9,54,31,3.1,1.8,0,176549,CT,748,74800,47,36
3846,0106000020E6100000010000000103000000010000000A000000E041B3EBDE7C52C013AE47E17A504440521A31B3CF7C52C01703EB387E50444089E76C01A17C52C0A6E0F0828850444098999999997C52C0D4FD63213A504440C08D942D927C52C0748E01D9EB4F4440E1E47E87A27C52C0BDD6A546E84F44405B3CBCE7C07C52C0B52C5F97E14F4440FFA50C1CD07C52C081531F48DE4F444049253CA1D77C52C0B23EE5982C504440E041B3EBDE7C52C013AE47E17A504440,914,1400000US36047075000,36047075000,"Census Tract 750, Kings County, New York",2888,282,287,84,9.9,192,60,7.1,2.4,0,173420,CT,750,75000,47,36
2704,0106000020E61000000100000001030000000100000008000000379CF9D51C7D52C01F7365506D504440E041B3EBDE7C52C013AE47E17A50444049253CA1D77C52C0B23EE5982C504440FFA50C1CD07C52C081531F48DE4F4440F4EAE3A1EF7C52C0F6CABC55D74F4440CAD8D0CDFE7C52C0C1F17C06D44F4440277CB60E0E7D52C0ED2076A6D04F4440379CF9D51C7D52C01F7365506D504440,915,1400000US36047075200,36047075200,"Census Tract 752, Kings County, New York",1021,143,62,28,6.1,45,23,4.8,2.4,0,173194,CT,752,75200,47,36
437,0106000020E6100000010000000103000000010000000B000000CAD8D0CDFE7C52C0C1F17C06D44F4440F4EAE3A1EF7C52C0F6CABC55D74F4440FFA50C1CD07C52C081531F48DE4F44405B3CBCE7C07C52C0B52C5F97E14F44409A728577B97C52C084419946934F444092E2E313B27C52C082DA6FED444F4440F9B48AFED07C52C038419B1C3E4F44402B910BCEE07C52C0C278CDAB3A4F4440E93C2AFEEF7C52C0EEA7C64B374F44406140F67AF77C52C0C08A53AD854F4440CAD8D0CDFE7C52C0C1F17C06D44F4440,916,1400000US36047075400,36047075400,"Census Tract 754, Kings County, New York",1566,263,100,55,6.4,32,18,2.1,1.2,0,173457,CT,754,75400,47,36
1380,0106000020E6100000010000000103000000010000000A000000F9B48AFED07C52C038419B1C3E4F444092E2E313B27C52C082DA6FED444F444030CD74AF937C52C0B90853944B4F4440C9349A5C8C7C52C0891D8D43FD4E44407E677BF4867C52C08E15FC36C44E44409B4F1DAB947C52C06278EC67B14E44405815E126A37C52C0311EA5129E4E444060F9F36DC17C52C075DD5B91984E44404A5645B8C97C52C037DA71C3EF4E4440F9B48AFED07C52C038419B1C3E4F4440,917,1400000US36047075600,36047075600,"Census Tract 756, Kings County, New York",1971,212,125,51,6.3,63,39,3.5,2.2,0,173546,CT,756,75600,47,36
4585,0106000020E6100000010000000103000000010000000E000000115E82531F7D52C0EE5696E82C4F44404B5299620E7D52C0B579E3A4304F44405E22DE3AFF7C52C08B4AEA04344F4440E93C2AFEEF7C52C0EEA7C64B374F44402B910BCEE07C52C0C278CDAB3A4F4440F9B48AFED07C52C038419B1C3E4F44404A5645B8C97C52C037DA71C3EF4E444060F9F36DC17C52C075DD5B91984E444022624A24D17C52C05F1DC70F954E44408477B988EF7C52C027EFE3688E4E44405965A6B4FE7C52C0F315A4198B4E44402A802903077D52C0B512BA4BE24E4440F38B12F4177D52C08DE733A0DE4E4440115E82531F7D52C0EE5696E82C4F4440,918,1400000US36047075800,36047075800,"Census Tract 758, Kings County, New York",1840,158,131,47,7.1,97,38,5.4,2.2,0,205258,CT,758,75800,47,36
1381,0106000020E6100000010000000103000000010000000D00000029AC5450517D52C0AD7C96E7C14F4440F3F928232E7D52C0F124E99AC94F444014AC71361D7D52C0B9473657CD4F4440277CB60E0E7D52C0ED2076A6D04F4440CAD8D0CDFE7C52C0C1F17C06D44F44406140F67AF77C52C0C08A53AD854F4440E93C2AFEEF7C52C0EEA7C64B374F44405E22DE3AFF7C52C08B4AEA04344F44404B5299620E7D52C0B579E3A4304F4440115E82531F7D52C0EE5696E82C4F4440D327B9C3267D52C0C039234A7B4F44409766BAD7497D52C0AB156D8E734F444029AC5450517D52C0AD7C96E7C14F4440,919,1400000US36047076000,36047076000,"Census Tract 760, Kings County, New York",3013,403,302,109,10,254,109,9,4.1,0,181582,CT,760,76000,47,36
2706,0106000020E6100000010000000103000000010000000D0000002C724F57777D52C0DF97FA795351444070AC8BDB687D52C096A0866F61514440201FF46C567D52C0E847C32973514440EB45B41D537D52C0174163265151444055293DD34B7D52C027452BF702514440945F0663447D52C025DE019EB4504440DD8D0585417D52C07C02284696504440A31133FB3C7D52C052FB743C665044406AB587BD507D52C0DF66F16261504440D9C35E28607D52C0E0CE85915E504440E153008C677D52C0E235AFEAAC504440BA5F05F86E7D52C0E29CD843FB5044402C724F57777D52C0DF97FA7953514440,921,1400000US36047076400,36047076400,"Census Tract 764, Kings County, New York",4070,366,445,123,10.9,292,97,7.6,2.7,0,161588,CT,764,76400,47,36
114,0106000020E61000000100000001030000000100000007000000EB45B41D537D52C017416326515144400886730D337D52C025A8E15B5851444080CD3978267D52C01C5723BBD250444023B55032397D52C07013B534B7504440945F0663447D52C025DE019EB450444055293DD34B7D52C027452BF702514440EB45B41D537D52C01741632651514440,922,1400000US36047076600,36047076600,"Census Tract 766, Kings County, New York",2467,258,221,80,9,151,65,6.5,2.9,0,82578,CT,766,76600,47,36
2707,0106000020E6100000010000000103000000010000001100000011252191B67D52C08805BEA25B4F44402152D32EA67D52C0E0B4E0455F4F4440942A51F6967D52C0138E2095624F444090B8C7D2877D52C018E3C3EC654F44400391459A787D52C01C386744694F4440C35A7C0A807D52C01D9F909DB74F444029AC5450517D52C0AD7C96E7C14F44409766BAD7497D52C0AB156D8E734F4440CB423BA7597D52C066D13B15704F4440AA70CB47527D52C0656A12BC214F444055975302627D52C0BF1DA8531E4F44406549809A5A7D52C0EE3A1BF2CF4E44400AB3D0CE697D52C0BA61DBA2CC4E4440AF1C2103797D52C0B60C384BC94E444040B62C5F977D52C0AD62F19BC24E4440784FE5B4A77D52C0252F3201BF4E444011252191B67D52C08805BEA25B4F4440,923,1400000US36047076800,36047076800,"Census Tract 768, Kings County, New York",3308,403,365,91,11,169,69,5.6,2.2,0,303359,CT,768,76800,47,36
4358,0106000020E6100000010000000103000000010000000D000000201FF46C567D52C0E847C329735144401CC70F95467D52C02DA9DA6E82514440CA9D9960387D52C0506859F78F5144407D7214200A7D52C0322BDB87BC514440CB5D4BC8077D52C00086E5CFB7514440578CBAD6DE7C52C02D6F0ED76A514440120EBDC5C37C52C07186E28E3751444040649126DE7C52C0EB4CA1F31A514440C1DD59BBED7C52C04500378B17514440B12B2D23F57C52C0476760E4655144400886730D337D52C025A8E15B58514440EB45B41D537D52C01741632651514440201FF46C567D52C0E847C32973514440,924,1400000US36047077000,36047077000,"Census Tract 770, Kings County, New York",3302,385,174,68,5.3,137,70,4.6,2.2,0,163284,CT,770,77000,47,36
438,0106000020E61000000100000001030000000100000012000000945F0663447D52C025DE019EB450444023B55032397D52C07013B534B750444080CD3978267D52C01C5723BBD25044400886730D337D52C025A8E15B58514440B12B2D23F57C52C0476760E465514440C1DD59BBED7C52C04500378B1751444040649126DE7C52C0EB4CA1F31A514440CF72A087DA7C52C054BFD2F9F05044406F23658BA47C52C030E36DA5D75044405815E126A37C52C0A097512CB75044401B23D923D47C52C00CFD135CAC504440521A31B3CF7C52C01703EB387E504440E041B3EBDE7C52C013AE47E17A504440379CF9D51C7D52C01F7365506D504440F44718062C7D52C01C1EC2F869504440A31133FB3C7D52C052FB743C66504440DD8D0585417D52C07C02284696504440945F0663447D52C025DE019EB4504440,925,1400000US36047077200,36047077200,"Census Tract 772, Kings County, New York",2917,389,240,87,8.2,93,51,3.4,1.9,0,404333,CT,772,77200,47,36
2740,0106000020E6100000010000000103000000010000001000000040649126DE7C52C0EB4CA1F31A514440120EBDC5C37C52C07186E28E37514440B2B45373B97C52C03A6F63B323514440D1AA9674947C52C03A8DB454DE50444072D6A71C937C52C08E4FC8CEDB50444086C09140837C52C0094AD1CABD504440B5D617096D7C52C00049D8B793504440C2263273817C52C0316953758F50444097141F9F907C52C0FE8F13268C50444089E76C01A17C52C0A6E0F08288504440521A31B3CF7C52C01703EB387E5044401B23D923D47C52C00CFD135CAC5044405815E126A37C52C0A097512CB75044406F23658BA47C52C030E36DA5D7504440CF72A087DA7C52C054BFD2F9F050444040649126DE7C52C0EB4CA1F31A514440,926,1400000US36047077400,36047077400,"Census Tract 774, Kings County, New York",3333,473,163,74,4.9,131,71,4.2,2.3,0,147764,CT,774,77400,47,36
835,0106000020E6100000010000000103000000010000000C00000072D6A71C937C52C08E4FC8CEDB504440997631CD747C52C05C2F4D11E0504440071EDFDE357C52C0114BCADDE750444057FD1186017C52C055276728EE5044404FBB5F05F87B52C0A2906456EF504440353E93FDF37B52C0762E8CF4A25044401C8A027D227C52C09717601F9D504440EEF8F6AE417C52C05C81E84999504440217024D0607C52C0536F0D6C95504440B5D617096D7C52C00049D8B79350444086C09140837C52C0094AD1CABD50444072D6A71C937C52C08E4FC8CEDB504440,927,1400000US36047077600,36047077600,"Census Tract 776, Kings County, New York",3956,371,399,129,10.1,264,98,7,2.6,0,186545,CT,776,77600,47,36
4826,0106000020E61000000100000001030000000100000008000000F7510DFB3D7C52C0E764A9F57E514440E1E65432007C52C05B9198A086514440AC27BA2EFC7B52C0D4AF743E3C5144404FBB5F05F87B52C0A2906456EF50444057FD1186017C52C055276728EE504440071EDFDE357C52C0114BCADDE7504440AC50A4FB397C52C06183859334514440F7510DFB3D7C52C0E764A9F57E514440,928,1400000US36047078000,36047078000,"Census Tract 780, Kings County, New York",2579,221,224,69,8.7,116,47,4.7,2,0,164534,CT,780,78000,47,36
1382,0106000020E6100000010000000103000000010000000A0000005E61C1FD807C52C0120EBDC5C351444070581AF8517C52C0F124E99AC9514440B3C6A013427C52C0C6293A92CB5144409F4E7974237C52C000C0B167CF5144409D5BE84A047C52C03856293DD3514440E1E65432007C52C05B9198A086514440F7510DFB3D7C52C0E764A9F57E51444012ECBFCE4D7C52C0E2DBBB067D514440A1EC2DE57C7C52C063CDC820775144405E61C1FD807C52C0120EBDC5C3514440,929,1400000US36047078200,36047078200,"Census Tract 782, Kings County, New York",4685,416,250,99,5.3,184,84,4.2,2,0,168304,CT,782,78200,47,36
4110,0106000020E61000000100000001030000000100000008000000A1EC2DE57C7C52C063CDC8207751444012ECBFCE4D7C52C0E2DBBB067D514440F7510DFB3D7C52C0E764A9F57E514440AC50A4FB397C52C06183859334514440071EDFDE357C52C0114BCADDE7504440997631CD747C52C05C2F4D11E0504440266728EE787C52C00C7041B62C514440A1EC2DE57C7C52C063CDC82077514440,930,1400000US36047078400,36047078400,"Census Tract 784, Kings County, New York",2806,273,162,67,5.8,91,45,3.4,1.6,0,167427,CT,784,78400,47,36
1383,0106000020E6100000010000000103000000010000000D00000054B60F79CB7C52C079A4C16D6D51444082471B47AC7C52C01143723271514440DEF76F5E9C7C52C0883F8A3A73514440DF5CC30C8D7C52C08DC8772975514440A1EC2DE57C7C52C063CDC82077514440266728EE787C52C00C7041B62C514440997631CD747C52C05C2F4D11E050444072D6A71C937C52C08E4FC8CEDB504440D1AA9674947C52C03A8DB454DE504440B2B45373B97C52C03A6F63B323514440120EBDC5C37C52C07186E28E37514440578CBAD6DE7C52C02D6F0ED76A51444054B60F79CB7C52C079A4C16D6D514440,931,1400000US36047078600,36047078600,"Census Tract 786, Kings County, New York",4893,536,429,114,8.8,283,92,6.1,2,0,171074,CT,786,78600,47,36
1384,0106000020E6100000010000000103000000010000000E0000004F1C40BFEF7C52C0D00149D8B751444009D5CDC5DF7C52C0E16C3A02B851444041AF3F89CF7C52C028E5B512BA5144403FBCAE5FB07C52C091FFC9DFBD5144403C95D39E927C52C08AA6B393C15144405E61C1FD807C52C0120EBDC5C3514440A1EC2DE57C7C52C063CDC82077514440DF5CC30C8D7C52C08DC8772975514440DEF76F5E9C7C52C0883F8A3A7351444082471B47AC7C52C0114372327151444054B60F79CB7C52C079A4C16D6D514440578CBAD6DE7C52C02D6F0ED76A514440CB5D4BC8077D52C00086E5CFB75144404F1C40BFEF7C52C0D00149D8B7514440,932,1400000US36047078800,36047078800,"Census Tract 788, Kings County, New York",3237,418,230,83,7.1,189,70,6.5,2.7,0,157109,CT,788,78800,47,36
3847,0106000020E6100000010000000103000000010000000B0000001F1CB3EC497D52C0DC3F16A243524440B68D06F0167D52C00203081F4A524440CDDC43C2F77C52C0DD9046054E524440114BCADDE77C52C0B19597FC4F524440F5CDFDD5E37C52C090AD2EA70452444009D5CDC5DF7C52C0E16C3A02B85144404F1C40BFEF7C52C0D00149D8B7514440CB5D4BC8077D52C00086E5CFB75144407D7214200A7D52C0322BDB87BC5144402534492C297D52C0837AFA08FC5144401F1CB3EC497D52C0DC3F16A243524440,933,1400000US36047079000,36047079000,"Census Tract 790, Kings County, New York",5277,496,284,107,5.4,174,80,3.6,1.7,0,182988,CT,790,79000,47,36
115,0106000020E6100000010000000103000000010000000C00000064C405A0517D52C03D23111AC1524440D8960167297D52C035CAFACDC4524440088A1F63EE7C52C027806264C952444045240A2DEB7C52C051B648DA8D524440B1F4A10BEA7C52C01AD3139678524440114BCADDE77C52C0B19597FC4F524440CDDC43C2F77C52C0DD9046054E524440B68D06F0167D52C00203081F4A5244401F1CB3EC497D52C0DC3F16A243524440E24D7E8B4E7D52C040791F47735244404CB6813B507D52C0BAD05CA79152444064C405A0517D52C03D23111AC1524440,934,1400000US36047079200,36047079200,"Census Tract 792, Kings County, New York",3771,476,429,156,11.4,270,128,7.6,3.4,0,216691,CT,792,79200,47,36
1385,0106000020E6100000010000000103000000010000000A0000008EDC9A745B7D52C02A5F97E13F534440BEEC9E3C2C7D52C08E882991445344400A5D8940F57C52C0803E912749534440E7BAF083F37C52C0CC1C925A2853444018A721AAF07C52C0830F255AF2524440088A1F63EE7C52C027806264C9524440D8960167297D52C035CAFACDC452444064C405A0517D52C03D23111AC15244403AFDA02E527D52C0BB033C69E15244408EDC9A745B7D52C02A5F97E13F534440,935,1400000US36047079400,36047079400,"Census Tract 794, Kings County, New York",1964,252,232,96,11.8,121,52,6.4,2.8,0,222181,CT,794,79400,47,36
4686,0106000020E6100000010000000103000000010000000B000000980E9D9E777D52C0E6340BB43B5444401130BABC397D52C05961FA5E4354444089AE0B3F387D52C0EA4FE27327544440FA5580EF367D52C032F6251B0F5444405A920376357D52C0C9A145B6F35344408B4AEA04347D52C0842348A5D85344408686C5A86B7D52C09992ACC3D15344402CEDD45C6E7D52C0738E01D9EB534440713106D6717D52C01324B6BB075444409F4D0E9F747D52C03BF19C2D20544440980E9D9E777D52C0E6340BB43B544440,936,1400000US36047079601,36047079601,"Census Tract 796.01, Kings County, New York",4728,446,393,129,8.3,258,117,5.8,2.7,0,110399,CT,796.01,79601,47,36
1386,0106000020E6100000010000000103000000010000000A0000008686C5A86B7D52C09992ACC3D15344408B4AEA04347D52C0842348A5D853444033677DCA317D52C040F0F8F6AE534440872991442F7D52C0885C70067F5344401DC18D942D7D52C06850340F60534440BEEC9E3C2C7D52C08E882991445344408EDC9A745B7D52C02A5F97E13F5344402D52280B5F7D52C0A06131EA5A534440AD4676A5657D52C042520B25935344408686C5A86B7D52C09992ACC3D1534440,937,1400000US36047079602,36047079602,"Census Tract 796.02, Kings County, New York",4642,512,310,106,6.7,185,70,4.3,1.6,0,134994,CT,796.02,79602,47,36
3848,0106000020E6100000010000000103000000010000000C000000953E74417D7D52C05B5320B3B35444404F357A35407D52C05C0CE544BB5444405069C4CC3E7D52C07662D68BA154444009D7A3703D7D52C0CF730B5D89544440ECF1423A3C7D52C053185B0872544440FE907EFB3A7D52C0064147AB5A5444401130BABC397D52C05961FA5E43544440980E9D9E777D52C0E6340BB43B5444403215E291787D52C0FDAD64C7465444405A74B2D47A7D52C0ECD3F19881544440A220787C7B7D52C0D4B14AE999544440953E74417D7D52C05B5320B3B3544440,938,1400000US36047079801,36047079801,"Census Tract 798.01, Kings County, New York",2886,339,193,109,6.7,144,100,5.3,3.6,0,129680,CT,798.01,79801,47,36
116,0106000020E6100000010000000103000000010000000C000000A8656B7D917D52C061B9A5D590544440A220787C7B7D52C0D4B14AE9995444405A74B2D47A7D52C0ECD3F198815444403215E291787D52C0FDAD64C746544440980E9D9E777D52C0E6340BB43B5444409F4D0E9F747D52C03BF19C2D20544440713106D6717D52C01324B6BB075444402CEDD45C6E7D52C0738E01D9EB534440E17668588C7D52C0C1BD326FD55344406E8104C58F7D52C0A50C1CD0D253444060889CBE9E7D52C0467023658B544440A8656B7D917D52C061B9A5D590544440,939,1400000US36047079802,36047079802,"Census Tract 798.02, Kings County, New York",5956,556,451,165,7.6,243,100,4.4,1.8,0,106372,CT,798.02,79802,47,36
4696,0106000020E6100000010000000103000000010000000C0000004F357A35407D52C05C0CE544BB5444407D8CB96B097D52C077211D1EC25444406BAD2F12DA7C52C0F82F1004C85444406CE179A9D87C52C01086014BAE544440DE88EE59D77C52C028A8A8FA95544440D9E55B1FD67C52C04D44BFB67E544440EB8497E0D47C52C0CFE80E6267544440FE907EFB3A7D52C0064147AB5A544440ECF1423A3C7D52C053185B087254444009D7A3703D7D52C0CF730B5D895444405069C4CC3E7D52C07662D68BA15444404F357A35407D52C05C0CE544BB544440,940,1400000US36047080000,36047080000,"Census Tract 800, Kings County, New York",3785,436,260,94,6.9,145,71,4.1,2,0,173679,CT,800,80000,47,36
1387,0106000020E6100000010000000103000000010000000B000000FE907EFB3A7D52C0064147AB5A544440EB8497E0D47C52C0CFE80E62675444401566A19DD37C52C0538D5E0D5054444075A22424D27C52C072081C0934544440E87DE36BCF7C52C022D6E2530054444029E109BDFE7C52C073435376FA5344405A920376357D52C0C9A145B6F3534440FA5580EF367D52C032F6251B0F54444089AE0B3F387D52C0EA4FE273275444401130BABC397D52C05961FA5E43544440FE907EFB3A7D52C0064147AB5A544440,941,1400000US36047080200,36047080200,"Census Tract 802, Kings County, New York",5031,473,313,95,6.2,197,79,4.3,1.7,0,185243,CT,802,80200,47,36
4359,0106000020E610000001000000010300000001000000100000006BAD2F12DA7C52C0F82F1004C8544440E95A7B9FAA7C52C0A7C29FE1CD5444400FCD3CB9A67C52C0CD52B29C84544440092AAA7EA57C52C0207365506D544440638F5033A47C52C0430F7C0C5654444005EFAB72A17C52C04C2844C0215444402B47C8409E7C52C016BA1281EA534440A7C29FE1CD7C52C0E9059FE6E4534440E87DE36BCF7C52C022D6E2530054444075A22424D27C52C072081C09345444401566A19DD37C52C0538D5E0D50544440EB8497E0D47C52C0CFE80E6267544440D9E55B1FD67C52C04D44BFB67E544440DE88EE59D77C52C028A8A8FA955444406CE179A9D87C52C01086014BAE5444406BAD2F12DA7C52C0F82F1004C8544440,942,1400000US36047080400,36047080400,"Census Tract 804, Kings County, New York",3282,416,268,130,8.2,185,108,6,3.6,0,189757,CT,804,80400,47,36
836,0106000020E61000000100000001030000000100000009000000E95A7B9FAA7C52C0A7C29FE1CD544440086B63EC847C52C00AEC3191D25444401A2E724F577C52C037A0A52BD8544440A812656F297C52C0D5C743DFDD5444409D98F562287C52C07DAA0A0DC4544440C2D66CE5257C52C0F957569A94544440A40D87A5817C52C0BD081A33895444400FCD3CB9A67C52C0CD52B29C84544440E95A7B9FAA7C52C0A7C29FE1CD544440,943,1400000US36047080600,36047080600,"Census Tract 806, Kings County, New York",4241,671,288,99,6.8,178,70,4.8,2.3,0,166299,CT,806,80600,47,36
1388,0106000020E6100000010000000103000000010000001300000005EFAB72A17C52C04C2844C021544440062461DF4E7C52C012471E882C54444010363CBD527C52C02D724F57775444401B3C139A247C52C04E78094E7D5444402FF5F3A6227C52C07A2DE8BD315444402E336C94F57B52C0185586713754444010A62897C67B52C027F04E3E3D5444406EBBD05CA77B52C08F0A630B4154444023B726DD967B52C0368B170B43544440E32F2DEA937B52C0FF1CE6CB0B54444075FA415DA47B52C094CE876709544440FB4AE7C3B37B52C090459A7807544440BC344580D37B52C056AF22A303544440D211C0CDE27B52C022A298BC0154444049D05FE8117C52C0A293A5D6FB534440D93521AD317C52C0270EA0DFF7534440EDAD484C507C52C0EC77280AF45344402B47C8409E7C52C016BA1281EA53444005EFAB72A17C52C04C2844C021544440,944,1400000US36047080800,36047080800,"Census Tract 808, Kings County, New York",748,256,408,219,54.5,239,161,32,15,0,321836,CT,808,80800,47,36
4064,0106000020E6100000010000000103000000010000000A0000000FCD3CB9A67C52C0CD52B29C84544440A40D87A5817C52C0BD081A3389544440C2D66CE5257C52C0F957569A945444401B3C139A247C52C04E78094E7D54444010363CBD527C52C02D724F5777544440062461DF4E7C52C012471E882C54444005EFAB72A17C52C04C2844C021544440638F5033A47C52C0430F7C0C56544440092AAA7EA57C52C0207365506D5444400FCD3CB9A67C52C0CD52B29C84544440,945,1400000US36047081000,36047081000,"Census Tract 810, Kings County, New York",2194,276,149,54,6.8,115,44,5.7,2.3,0,162414,CT,810,81000,47,36
4708,0106000020E6100000010000000103000000010000000B000000EDAD484C507C52C0EC77280AF4534440D93521AD317C52C0270EA0DFF753444049D05FE8117C52C0A293A5D6FB53444038B35DA10F7C52C00FC30E63D25344407B0A80F10C7C52C0004C1938A0534440EEFFE384097C52C01BB3EC4960534440AA915D69197C52C069847EA65E534440071B9E5E297C52C0B75510035D534440635930F1477C52C0A0957B815953444020E868554B7C52C0EC27637C98534440EDAD484C507C52C0EC77280AF4534440,946,1400000US36047081400,36047081400,"Census Tract 814, Kings County, New York",2801,324,225,84,8,173,73,6.8,3,0,170174,CT,814,81400,47,36
1389,0106000020E6100000010000000103000000010000000B0000002B47C8409E7C52C016BA1281EA534440EDAD484C507C52C0EC77280AF453444020E868554B7C52C0EC27637C98534440635930F1477C52C0A0957B815953444061F4DC42577C52C09C0C8E9257534440BE7D1D38677C52C05B1D00715753444061687572867C52C0F7BF232A54534440DC0720B5897C52C0D703ADC090534440E07668588C7C52C07116F6B4C3534440FC101B2C9C7C52C0A8BF5E61C15344402B47C8409E7C52C016BA1281EA534440,947,1400000US36047081600,36047081600,"Census Tract 816, Kings County, New York",2834,270,166,53,5.9,89,40,3.3,1.6,0,179640,CT,816,81600,47,36
3849,0106000020E6100000010000000103000000010000000E000000A7C29FE1CD7C52C0E9059FE6E45344402B47C8409E7C52C016BA1281EA534440FC101B2C9C7C52C0A8BF5E61C1534440E07668588C7C52C07116F6B4C3534440DC0720B5897C52C0D703ADC09053444061687572867C52C0F7BF232A545344404C7E8B4E967C52C0C2B2994352534440EBF65965A67C52C0E1FF8EA850534440E99106B7B57C52C012B875374F534440B68E71C5C57C52C00181CEA44D53444099417C60C77C52C02D6F0ED76A5344404B70EA03C97C52C07CFFE6C5895344404FDF32A7CB7C52C0D456EC2FBB534440A7C29FE1CD7C52C0E9059FE6E4534440,948,1400000US36047081800,36047081800,"Census Tract 818, Kings County, New York",4409,453,208,82,4.7,106,53,2.6,1.3,0,157918,CT,818,81800,47,36
1432,0106000020E6100000010000000103000000010000000D00000029E109BDFE7C52C073435376FA534440E87DE36BCF7C52C022D6E25300544440A7C29FE1CD7C52C0E9059FE6E45344404FDF32A7CB7C52C0D456EC2FBB5344404B70EA03C97C52C07CFFE6C58953444099417C60C77C52C02D6F0ED76A534440B68E71C5C57C52C00181CEA44D5344400A5D8940F57C52C0803E9127495344404B18CDCAF67C52C077EBFCDB65534440E5046D72F87C52C0C77BD5CA8453444000B68311FB7C52C0D726158DB553444070DBBE47FD7C52C01B5A643BDF53444029E109BDFE7C52C073435376FA534440,949,1400000US36047082000,36047082000,"Census Tract 820, Kings County, New York",4846,503,407,138,8.4,207,91,4.6,1.8,0,148600,CT,820,82000,47,36
117,0106000020E6100000010000000103000000010000000D0000005A920376357D52C0C9A145B6F353444029E109BDFE7C52C073435376FA53444070DBBE47FD7C52C01B5A643BDF53444000B68311FB7C52C0D726158DB5534440E5046D72F87C52C0C77BD5CA845344404B18CDCAF67C52C077EBFCDB655344400A5D8940F57C52C0803E912749534440BEEC9E3C2C7D52C08E882991445344401DC18D942D7D52C06850340F60534440872991442F7D52C0885C70067F53444033677DCA317D52C040F0F8F6AE5344408B4AEA04347D52C0842348A5D85344405A920376357D52C0C9A145B6F3534440,950,1400000US36047082200,36047082200,"Census Tract 822, Kings County, New York",7445,763,555,218,7.5,330,162,4.8,2.3,0,169861,CT,822,82200,47,36
