cartodb_id,the_geom,field_1,id,id2,geography,totalpop,totalpop_error,totaldispop,totaldispop2,perdispop,ambdispop,ambdispop_error,perambdispop,perambdispop2,awater,aland,lsad,name,tractce,countyfp,statefp
1360,0106000020E6100000010000000103000000010000001000000058A65F22DE7952C0BFE61C3C136844409C7FBBECD77952C04350357A35684440B1BAD573D27952C0C264AA60546844407F7D74EACA7952C06A91B41B7D6844409BC3B5DAC37952C0A15D85949F6844408074B169A57952C06A4606B98B68444082F6EAE3A17952C01F3F1BB96E6844406E9EEA909B7952C015BF29AC54684440E8D2BF24957952C0DBBA9BA73A684440EBBC8DCD8E7952C0EE53556820684440054A0A2C807952C0FF6D162F166844408BF7E3F6CB7952C09CD7D825AA6744409F698995D17952C0CDBC1C76DF6744409F6CCA15DE7952C0C8A145B6F367444001965CC5E27952C0919048DBF867444058A65F22DE7952C0BFE61C3C13684440,52,1400000US36005008300,36005008300,"Census Tract 83, Bronx County, New York",6882,658,1043,241,15.2,560,177,8.9,3,0,213932,CT,83,8300,5,36
2326,0106000020E61000000100000001030000000100000007000000A1258FA7E57852C09BDCEF50146C4440EE6B2409C27852C01E645930F16B444005D847A7AE7852C08C01D9EBDD6B44402A4D4A41B77852C05F1A868F886B444099AF928FDD7852C0E99106B7B56B44409A5434D6FE7852C0828769DFDC6B4440A1258FA7E57852C09BDCEF50146C4440,256,1400000US36005036502,36005036502,"Census Tract 365.02, Bronx County, New York",2002,257,348,144,17.4,190,86,10.4,4.5,0,97659,CT,365.02,36502,5,36
2339,0106000020E61000000100000001030000000100000011000000633BDF4F8D7852C0E098654F026F444066D13B15707852C0EB6987BF266F444003DCF3FC697852C022986A662D6F4440D6F6764B727852C087EE59D7686F444021F8DF4A767852C03232C85D846F4440DD6C73637A7852C081F6EAE3A16F444039342C465D7852C081FC6CE4BA6F44405EEAE74D457852C027B7ED7BD46F44400DF27A30297852C03D9468C9E36F44404A3B35971B7852C0D2C08F6AD86F4440A483F57F0E7852C0BA7B80EECB6F4440C401F4FBFE7752C0DADFD91EBD6F4440E56C01A1F57752C0DE1797AAB46F4440C46F0A2B157852C0A9285E656D6F4440BE4351A04F7852C0C9FB389A236F44403232C85D847852C0A3F8F884EC6E4440633BDF4F8D7852C0E098654F026F4440,314,1400000US36005042500,36005042500,"Census Tract 425, Bronx County, New York",6134,655,627,294,10.2,209,113,4,2.2,0,293818,CT,425,42500,5,36
2344,0106000020E610000001000000010300000001000000090000003F4CC2853C7652C0BE22BF7E887144400147020D367652C094C9703C9F7144409920EA3E007652C046AD307DAF714440550A815CE27552C0BF9657AEB77144402683A3E4D57552C0D4743DD17571444033F0A31AF67552C01A7920B24871444062CE33F6257652C0864D64E60271444094CD1C925A7652C0F3DF83D72E7144403F4CC2853C7652C0BE22BF7E88714440,332,1400000US36005045800,36005045800,"Census Tract 458, Bronx County, New York",5243,647,1156,280,22,497,163,10.5,3.4,0,239682,CT,458,45800,5,36
960,0106000020E6100000010000000103000000010000000A0000002ADA1CE7368252C0258A90BA9D4F444009A01859328252C037639813B44F444017EAB0C22D8252C0A944D95BCA4F444019A034D4288252C0AF3BDD79E24F4440DCB5847CD08152C0A17DACE0B74F444072840CE4D98152C040CD902A8A4F4440E3486760E48152C0A3FD0FB0564F44400F069E7B0F8252C0838252B4724F4440A5457D923B8252C0E22CEC69874F44402ADA1CE7368252C0258A90BA9D4F4440,381,1400000US36047006000,36047006000,"Census Tract 60, Kings County, New York",2717,320,196,95,7.2,140,83,5.5,3.1,0,152260,CT,60,6000,47,36
79,0106000020E6100000010000000103000000010000000A000000B88B3045B97F52C01A2AC6F99B524440571822A7AF7F52C0B17DC85BAE524440BAED42739D7F52C0BB1AA034D45244401FB41EBE4C7F52C0B8DDCB7D725244404E72874D647F52C075FBAC3253524440AE97A608707F52C06BCCEB88435244400DBDC5C37B7F52C0EF2900C6335244402A2D23F59E7F52C05CF0694E5E524440770778D2C27F52C0F449EEB089524440B88B3045B97F52C01A2AC6F99B524440,415,1400000US36047011000,36047011000,"Census Tract 110, Kings County, New York",2708,327,139,49,5.1,57,31,2.3,1.3,0,158059,CT,110,11000,47,36
81,0106000020E610000001000000010300000001000000080000008A1A4CC3F08052C036C1374D9F4D4440824A5CC7B88052C06316A1D80A4E4440421B800D888052C0BC49D3A0684E44405B548B88628052C0141DC9E53F4E44403C47E4BB948052C08CCD8E54DF4D4440DAC2F352B18052C0A9B9DC60A84D4440E45C8AABCA8052C0688A00A7774D44408A1A4CC3F08052C036C1374D9F4D4440,468,1400000US36047017200,36047017200,"Census Tract 172, Kings County, New York",4040,606,553,289,13.7,352,220,9.4,5.8,0,206304,CT,172,17200,47,36
4245,0106000020E6100000010000000103000000010000000A000000A9B5300BED7B52C0B4F1272A1B5644405220B3B3E87B52C00C6C95607156444004DB8827BB7B52C0094B3CA06C564440B08A37328F7B52C026D9EA724A5644400E5F268A907B52C0C9660E492D564440DEA63FFB917B52C02C05A4FD0F56444024396057937B52C0A00E2BDCF2554440A7D903ADC07B52C056923CD7F7554440CC716E13EE7B52C0CB26C0B0FC554440A9B5300BED7B52C0B4F1272A1B564440,626,1400000US36047034500,36047034500,"Census Tract 345, Kings County, New York",2893,429,335,108,11.6,233,94,8.6,3.5,0,163599,CT,345,34500,47,36
408,0106000020E610000001000000010300000001000000070000005E5AD427B97D52C08E8CD5E6FF594440B66114048F7D52C0DD567A6D365A44408100193A767D52C0EEE53E390A5A44401E2BF86D887D52C017E8DA17D059444077793A57947D52C0777C7BD7A0594440F97DFFE6C57D52C06C35EB8CEF5944405E5AD427B97D52C08E8CD5E6FF594440,802,1400000US36047053900,36047053900,"Census Tract 539, Kings County, New York",2638,175,251,72,9.5,160,59,7.2,2.6,0,101377,CT,539,53900,47,36
1326,0106000020E61000000100000001030000000100000009000000A2755435417C52C07188B839954C44403174ECA0127C52C0AD0B3F389F4C4440D1DD7536E47B52C00C65A88AA94C44404B2CF015DD7B52C05E58FE7C5B4C4440629B5434D67B52C0A065DD3F164C4440F1B56796047C52C004DA1D520C4C4440C33E0114237C52C0FC2FD7A2054C44407FD07AF8327C52C0320D8AE6014C4440A2755435417C52C07188B839954C4440,831,1400000US36047057200,36047057200,"Census Tract 572, Kings County, New York",4954,527,781,210,15.8,511,148,11.1,3.4,0,243629,CT,572,57200,47,36
3842,0106000020E6100000010000000103000000010000000B000000A82D7590D77B52C01372A59E054D444038B709F7CA7B52C0C45565DF154D44407889B14CBF7B52C0B55CFDD8244D44408EA4A487A17B52C0256F8099EF4C4440D6D9907F667B52C0562250FD834C44400698F90E7E7B52C0A2CC0699644C44404CF6CFD3807B52C03A376DC6694C444044D7851F9C7B52C06EB88FDC9A4C444091020B60CA7B52C0D2484BE5ED4C4440DD03745FCE7B52C0B12B2D23F54C4440A82D7590D77B52C01372A59E054D4440,864,1400000US36047063200,36047063200,"Census Tract 632, Kings County, New York",1458,213,213,57,14.6,156,58,10.8,4.4,0,117438,CT,632,63200,47,36
111,0106000020E61000000100000001030000000100000009000000D35E44DB317B52C0A3349BC7615044408570CCB2277B52C0D2A1D3F36E504440582E1B9DF37A52C0995C8C81755044409CB98784EF7A52C02B0B26FE2850444050B81E85EB7A52C004323B8BDE4F44400E3D29931A7B52C0F59672BED84F44409C4A06802A7B52C0EF0D85CFD64F44402E12DA722E7B52C0067C7E1821504440D35E44DB317B52C0A3349BC761504440,884,1400000US36047067800,36047067800,"Census Tract 678, Kings County, New York",2377,288,178,56,7.5,105,49,4.6,2.2,0,166222,CT,678,67800,47,36
1173,0106000020E61000000100000001030000000100000007000000816DC493DD7952C008F8359204514440F843334FAE7952C0BF745AB7415144400E5F268A907952C0AAA8C1340C5144403BBCE7C0727952C067588CBAD6504440DC274701A27952C08157CB9D99504440C60C54C6BF7952C0C4A70018CF504440816DC493DD7952C008F8359204514440,1028,1400000US36047100600,36047100600,"Census Tract 1006, Kings County, New York",2561,249,126,58,4.9,84,40,3.5,1.6,0,152116,CT,1006,100600,47,36
465,0106000020E610000001000000010300000001000000090000002EF65E7CD17852C04C11E0F42E5444405528D2FD9C7852C0D688601C5C544440BC4F55A1817852C0D5C22CB473544440CBB051D66F7852C0FA58C16F4354444010397D3D5F7852C0A62215C6165444400CD76A0F7B7852C0E21A9FC9FE534440106C5CFFAE7852C08CE4F21FD2534440432E3883BF7852C05F3C8386FE5344402EF65E7CD17852C04C11E0F42E544440,1047,1400000US36047110600,36047110600,"Census Tract 1106, Kings County, New York",4438,389,842,189,19,546,160,13.4,4.1,0,171053,CT,1106,110600,47,36
2920,0106000020E6100000010000000103000000010000000C00000065BCADF4DA7752C0F82CCF83BB574440C41F459DB97752C06CDE3829CC574440BE5FCC96AC7752C093A12AA6D2574440845E7F129F7752C03C433866D9574440C5C210397D7752C0B1F4A10BEA574440DA317557767752C0057767EDB65744400C6C9560717752C052FEB5BC725744401B2785798F7752C0A80B78996157444024732CEFAA7752C0CE6053E7515744402D8B89CDC77752C00D12A27C41574440C33F6CE9D17752C0B67878CF8157444065BCADF4DA7752C0F82CCF83BB574440,1082,1400000US36047118400,36047118400,"Census Tract 1184, Kings County, New York",5428,567,341,140,6.3,117,67,2.3,1.4,0,204944,CT,1184,118400,47,36
3255,0106000020E61000000100000001030000000100000006000000FDF15EB5327C52C06E7A17EFC769444055B5A4A31C7C52C02CB4739A056A4440C01A67D3117C52C0B4F7A92A346A44404D1F813FFC7B52C07CACE0B7216A444064506D70227C52C01C37FC6EBA694440FDF15EB5327C52C06E7A17EFC7694440,1343,1400000US36061023502,36061023502,"Census Tract 235.02, New York County, New York",1840,181,297,109,16.1,208,106,12.1,6.1,0,41338,CT,235.02,23502,61,36
750,0106000020E61000000100000001030000000100000008000000DFD40792777652C0CC1DFD2FD7584440277B4B395F7652C0BACFF1D1E2584440D1C26515367652C0E13D079623584440F7D9C875537652C03B0801F912584440D9722EC5557652C0DD3312A111584440E253008C677652C04F38BBB54C584440EE7211DF897652C05CC136E2C9584440DFD40792777652C0CC1DFD2FD7584440,1400,1400000US36081002000,36081002000,"Census Tract 20, Queens County, New York",1950,207,159,60,8.2,54,33,3,1.8,0,146397,CT,20,2000,81,36
3640,0106000020E6100000010000000103000000010000000C000000782288F3707852C0B278B130446044401A7FA2B2617852C075DEC66647604440599E0777677852C0A8143B1A876044405CA5BBEB6C7852C042ACFE08C3604440CF7D39B35D7852C03496B036C66044405A9885764E7852C0F6FBC56CC960444018726C3D437852C059B22AC24D6044400CA7CCCD377852C0042CB98AC55F4440E7853B17467852C023ADF886C25F4440E992718C647852C0CE656A12BC5F444044B1DCD26A7852C0BDDC274701604440782288F3707852C0B278B13044604440,1594,1400000US36081027900,36081027900,"Census Tract 279, Queens County, New York",6233,806,692,216,11.1,450,164,7.6,2.9,0,177155,CT,279,27900,81,36
1904,0106000020E610000001000000010300000001000000080000002F0DC347C47752C0DC58501894614440A8656B7D917752C0C2F2E7DB82614440E89B340D8A7752C0D4928E72306144405CDF8783847752C0F24E05DCF3604440BFFEEBDCB47752C0A5608DB3E9604440C305A051BA7752C0279CDD5A2661444026158DB5BF7752C0DE4C4C17626144402F0DC347C47752C0DC58501894614440,1632,1400000US36081036300,36081036300,"Census Tract 363, Queens County, New York",2105,289,174,94,8.3,129,83,6.5,4.2,0,134898,CT,363,36300,81,36
4616,0106000020E6100000010000000103000000010000000900000008BFD4CF9B7252C05E5B3FFD676144408AC1C3B46F7252C09C465A2A6F61444067774831407252C02C8CF4A276614440ABFC3218237252C02324D236FE6044406FED4449487252C05B52B5DD046144406A09F9A0677252C015DA39CD02614440FCA204FD857252C063ABCB290161444070A25D85947252C00A9414580061444008BFD4CF9B7252C05E5B3FFD67614440,1989,1400000US36081118100,36081118100,"Census Tract 1181, Queens County, New York",1577,202,162,64,10.3,81,40,5.5,2.8,0,195225,CT,1181,118100,81,36
4515,0106000020E61000000100000001030000000100000014000000447A51BB5F7752C060527C7C42684440E21934F44F7752C05EB69DB6466844400D2C47C8407752C04AAFCDC64A684440ED056685227752C05025CADE526844402BB4739A057752C0A7380EBC5A68444001486DE2E47652C091E7FA3E1C6844407CE4D6A4DB7652C0B2B3E89D0A684440AF0111E2CA7652C0ED3D5C72DC6744409BF7FF71C27652C01DF0C000C267444015F88A6EBD7652C0285AB917986744405E09A4C4AE7652C0ABE28DCC23674440BD823463D17652C02C02637D036744404A6DA983BC7652C0CA0C1B65FD6644405C876A4AB27652C0C2E9245B5D664440ED258DD13A7752C00980F10C1A66444076A04E79747752C0266893C327674440E0404816307752C02A306475AB6744406DDDCD531D7752C086F37002D367444000C11C3D7E7752C0C0C2499A3F684440447A51BB5F7752C060527C7C42684440,1,1400000US36005000200,36005000200,"Census Tract 2, Bronx County, New York",5403,632,782,201,14.5,443,136,8.7,2.6,852046,479463,CT,2,200,5,36
3712,0106000020E6100000010000000103000000010000001A000000877E6DFDF47652C056FFE7305F6844406ACA15DEE57652C013747B496368444031315D88D57652C0824BC79C6768444087CDC7B5A17652C03A54539275684440CFD4EB16817652C0B8FAB1497E684440D9C9E028797652C020FFCC203E6844406D88F19A577652C048F608354368444016D68D77477652C0F8BCE2A9476844408AFCFA21367652C019F7E6374C684440980F0874267652C03B0801F9126844409B3061342B7652C0D8CEF753E367444050094FE8F57552C0EF2A6B9BE2674440CA129D65167652C013E63DCE34674440C34142942F7652C0D0A755F48766444087484DBB987652C05C0D501A6A6644405C876A4AB27652C0C2E9245B5D6644404A6DA983BC7652C0CA0C1B65FD664440BD823463D17652C02C02637D036744405E09A4C4AE7652C0ABE28DCC2367444015F88A6EBD7652C0285AB917986744409BF7FF71C27652C01DF0C000C2674440AF0111E2CA7652C0ED3D5C72DC6744407CE4D6A4DB7652C0B2B3E89D0A68444001486DE2E47652C091E7FA3E1C6844402BB4739A057752C0A7380EBC5A684440877E6DFDF47652C056FFE7305F684440,2,1400000US36005000400,36005000400,"Census Tract 4, Bronx County, New York",5915,377,641,164,10.8,363,121,6.6,2.2,690794,770689,CT,4,400,5,36
339,0106000020E610000001000000010300000001000000140000008C7E349C327752C04C2CF015DD6844405D5FEB52237752C0BB033C69E168444006CDAE7B2B7752C0502FF834276944402C08E57D1C7752C06CACC43C2B694440E0CFF0660D7752C0282158552F69444061D520CCED7652C083F1D3B8376944408A1A4CC3F07652C0E0FF8EA85069444015F88A6EBD7652C0162AFF5A5E6944407668588CBA7652C0C886359545694440FB169D2CB57652C0A508707A17694440E53C635FB27652C052742497FF684440F5083543AA7652C0162CD505BC68444087CDC7B5A17652C03A5453927568444031315D88D57652C0824BC79C676844406ACA15DEE57652C013747B4963684440877E6DFDF47652C056FFE7305F6844402BB4739A057752C0A7380EBC5A684440ED056685227752C05025CADE5268444066EF8CB62A7752C05EB532E1976844408C7E349C327752C04C2CF015DD684440,3,1400000US36005001600,36005001600,"Census Tract 16, Bronx County, New York",5646,508,723,176,12.8,484,124,9.1,2.5,0,485079,CT,16,1600,5,36
1351,0106000020E6100000010000000103000000010000001D000000A126FA7C947B52C06AF294D57467444098F4F752787B52C06A020CCB9F674440492025766D7B52C0D27ABFD18E67444061BD512B4C7B52C059EF37DA7167444097F56228277B52C00A93A982516744403F4D2D5BEB7A52C0AD7E6C921F6744405FFC34EECD7A52C084B18520076744405548F949B57A52C07C1EA33CF3664440F90967B7967A52C05EFF756EDA66444062E76D6C767A52C000310917F2664440AFC56E9F557A52C00358E4D70F674440463A03232F7A52C0D4928E7230674440ECD11BEE237A52C0F3FC69A33A6744404F70B1A2067A52C08AD5E6FF556744408BF7E3F6CB7952C09CD7D825AA6744402058552FBF7952C0D2D9C9E02867444089213999B87952C0880629780A67444025E318C91E7952C0F2AD0FEB8D664440C96B2574977952C0B95F05F86E6544407DC2D9AD657A52C0FA3C4679E6654440CD35CCD0787A52C08EF46915FD65444069F7AB00DF7A52C0CF7AF832516644408951D7DAFB7A52C0173DB7D09566444043DFDDCA127B52C0133FC6DCB5664440A849F086347B52C035AD1402B9664440D24D6210587B52C052927538BA6644401795D409687B52C0DC718A8EE46644405258A9A0A27B52C0939C137B68674440A126FA7C947B52C06AF294D574674440,4,1400000US36005001900,36005001900,"Census Tract 19, Bronx County, New York",2591,344,359,108,13.9,205,70,8.6,2.7,1143135,1668013,CT,19,1900,5,36
340,0106000020E61000000100000001030000000100000010000000A788D349B67752C0696803B001694440C985CABF967752C005280D350A694440660B08AD877752C06394675E0E6944402329E961687752C0CFCFD4EB166944400F02F225547752C0A15C1ABFF068444064DEAAEB507752C0743A90F5D46844408C7E349C327752C04C2CF015DD68444066EF8CB62A7752C05EB532E197684440ED056685227752C05025CADE526844400D2C47C8407752C04AAFCDC64A684440E21934F44F7752C05EB69DB646684440447A51BB5F7752C060527C7C4268444000C11C3D7E7752C0C0C2499A3F6844409E5912A0A67752C0ECB60BCD7568444029E27492AD7752C07FAE7D01BD684440A788D349B67752C0696803B001694440,5,1400000US36005002000,36005002000,"Census Tract 20, Bronx County, New York",8516,990,1907,386,22.4,1074,234,13.5,3.2,0,395564,CT,20,2000,5,36
6,0106000020E6100000010000000103000000010000000B00000098F4F752787B52C06A020CCB9F67444077D15790667B52C0A00F96B1A1674440D39B51F3557B52C0A7DC442DCD674440FB89CA86357B52C0F80FE9B7AF674440EAFB7090107B52C0A97F10C99067444069BC7493187B52C0188524B37A6744406A753925207B52C00C350A496667444097F56228277B52C00A93A9825167444061BD512B4C7B52C059EF37DA71674440492025766D7B52C0D27ABFD18E67444098F4F752787B52C06A020CCB9F674440,6,1400000US36005002300,36005002300,"Census Tract 23, Bronx County, New York",4774,491,1401,241,29.3,922,187,21.1,4.5,0,104645,CT,23,2300,5,36
341,0106000020E6100000010000000103000000010000000B0000006A753925207B52C00C350A496667444069BC7493187B52C0188524B37A674440EAFB7090107B52C0A97F10C99067444032349E08E27A52C0CF9A1F7F69674440B06CE690D47A52C0C3CF7F0F5E67444012F1D6F9B77A52C08E54DFF945674440F0B913ECBF7A52C0226420CF2E6744405FFC34EECD7A52C084B18520076744403F4D2D5BEB7A52C0AD7E6C921F67444097F56228277B52C00A93A982516744406A753925207B52C00C350A4966674440,8,1400000US36005002500,36005002500,"Census Tract 25, Bronx County, New York",5355,470,1072,189,20,647,141,13.2,2.9,0,127492,CT,25,2500,5,36
7,0106000020E61000000100000001030000000100000009000000F0B913ECBF7A52C0226420CF2E67444012F1D6F9B77A52C08E54DFF945674440C0560916877A52C06DF7729F1C67444008BC934F8F7A52C0A8BBB20B0667444062E76D6C767A52C000310917F2664440F90967B7967A52C05EFF756EDA6644405548F949B57A52C07C1EA33CF36644405FFC34EECD7A52C084B1852007674440F0B913ECBF7A52C0226420CF2E674440,9,1400000US36005002701,36005002701,"Census Tract 27.01, Bronx County, New York",3016,281,429,145,14.2,247,99,9,3.7,0,82641,CT,27.01,2701,5,36
2350,0106000020E6100000010000000103000000010000000C000000E4B7E864A97A52C0BEE8F2E670674440944737C2A27A52C077AA436E86674440EB6B5D6A847A52C031F8FBC56C67444003137F14757A52C0447A51BB5F674440654CC11A677A52C0637616BD53674440463A03232F7A52C0D4928E7230674440AFC56E9F557A52C00358E4D70F67444062E76D6C767A52C000310917F266444008BC934F8F7A52C0A8BBB20B06674440C0560916877A52C06DF7729F1C67444012F1D6F9B77A52C08E54DFF945674440E4B7E864A97A52C0BEE8F2E670674440,10,1400000US36005002702,36005002702,"Census Tract 27.02, Bronx County, New York",4778,594,825,205,17.3,439,170,9.7,3.9,0,155504,CT,27.02,2702,5,36
1075,0106000020E610000001000000010300000001000000120000003E4E98309A7852C067CBB914576944403B31EBC5507852C084527B116D694440DFF25833327852C09AAA7B64736944403A8908FF227852C086A3AB74776944401ED5B0DF137852C01394A2957B694440796B60AB047852C0FE8CD2A57F6944408E52094FE87752C0673F524486694440F2ACA415DF7752C0B9B72231416944409DB30584D67752C00D643DB5FA684440374BC972127852C00469C6A2E968444058BF99982E7852C079E063B0E268444036C2A2224E7852C094404AECDA684440E8279CDD5A7852C04769368FC36844406DD921FE617852C0162CD505BC684440EA1A2D077A7852C033D07CCEDD68444038268BFB8F7852C06740BD1935694440F8BB77D4987852C0A99D616A4B6944403E4E98309A7852C067CBB91457694440,11,1400000US36005002800,36005002800,"Census Tract 28, Bronx County, New York",5299,527,873,222,16.5,653,219,13,4.6,24677,414588,CT,28,2800,5,36
980,0106000020E6100000010000000103000000010000000B00000021C2BF081A7A52C02937514B73674440FA93F8DC097A52C0439C4EB2D56744408D588B4F017A52C0EAC4E57805684440E2175E49F27952C07664AC36FF67444001965CC5E27952C0919048DBF86744409F6CCA15DE7952C0C8A145B6F36744409F698995D17952C0CDBC1C76DF6744408BF7E3F6CB7952C09CD7D825AA6744404F70B1A2067A52C08AD5E6FF55674440ECD11BEE237A52C0F3FC69A33A67444021C2BF081A7A52C02937514B73674440,12,1400000US36005003100,36005003100,"Census Tract 31, Bronx County, New York",1466,216,118,40,8,89,35,6.4,2.6,0,154703,CT,31,3100,5,36
2351,0106000020E6100000010000000103000000010000000C0000003101BF46927A52C0CD656A12BC674440C3573B8A737A52C04C81CCCEA2674440F080B229577A52C05C16139B8F6744408CEC4ACB487A52C0EFDAA50D8767444021C2BF081A7A52C02937514B73674440ECD11BEE237A52C0F3FC69A33A674440463A03232F7A52C0D4928E7230674440654CC11A677A52C0637616BD5367444003137F14757A52C0447A51BB5F674440EB6B5D6A847A52C031F8FBC56C674440944737C2A27A52C077AA436E866744403101BF46927A52C0CD656A12BC674440,13,1400000US36005003300,36005003300,"Census Tract 33, Bronx County, New York",3912,420,487,122,12.4,303,112,8.4,3.2,0,152385,CT,33,3300,5,36
4714,0106000020E6100000010000000103000000010000000B000000D116D7F84C7A52C05D2BA1BB2468444044EF54C03D7A52C08AC22E8A1E6844401DA7E8482E7A52C09383D90418684440681D554D107A52C0ECB1F4A10B6844408D588B4F017A52C0EAC4E57805684440FA93F8DC097A52C0439C4EB2D567444021C2BF081A7A52C02937514B736744408CEC4ACB487A52C0EFDAA50D87674440A12424D2367A52C08D52094FE867444060527C7C427A52C049B0389CF9674440D116D7F84C7A52C05D2BA1BB24684440,14,1400000US36005003500,36005003500,"Census Tract 35, Bronx County, New York",3948,390,557,201,14.1,354,161,10,4.3,0,142005,CT,35,3500,5,36
342,0106000020E6100000010000000103000000010000000E000000FE756EDA8C7A52C047A0C1A6CE674440B4C2F4BD867A52C00162122EE4674440B0D5E594807A52C008C1AA7AF96744403D75AC527A7A52C0B0170AD80E68444026309DD66D7A52C0C39272F7396844406B06B8205B7A52C09AE271512D684440D116D7F84C7A52C05D2BA1BB2468444060527C7C427A52C049B0389CF9674440A12424D2367A52C08D52094FE86744408CEC4ACB487A52C0EFDAA50D87674440F080B229577A52C05C16139B8F674440C3573B8A737A52C04C81CCCEA26744403101BF46927A52C0CD656A12BC674440FE756EDA8C7A52C047A0C1A6CE674440,15,1400000US36005003700,36005003700,"Census Tract 37, Bronx County, New York",246,102,89,48,36.2,52,29,21.1,8.9,0,165973,CT,37,3700,5,36
2352,0106000020E610000001000000010300000001000000080000002329E961687752C0CFCFD4EB16694440874677103B7752C093BA641C2369444006CDAE7B2B7752C0502FF834276944405D5FEB52237752C0BB033C69E16844408C7E349C327752C04C2CF015DD68444064DEAAEB507752C0743A90F5D46844400F02F225547752C0A15C1ABFF06844402329E961687752C0CFCFD4EB16694440,16,1400000US36005003800,36005003800,"Census Tract 38, Bronx County, New York",1193,262,128,63,10.7,67,35,6.1,3.1,0,63397,CT,38,3800,5,36
1353,0106000020E6100000010000000103000000010000000E000000E9A694D74A7B52C0CDBC1C76DF674440B20A9B012E7B52C096E5EB32FC674440C01DA8531E7B52C0F60489EDEE674440326E6AA0F97A52C0A574B0FECF67444007C89750C17A52C05F545227A0674440944737C2A27A52C077AA436E86674440E4B7E864A97A52C0BEE8F2E67067444012F1D6F9B77A52C08E54DFF945674440B06CE690D47A52C0C3CF7F0F5E67444032349E08E27A52C0CF9A1F7F69674440EAFB7090107B52C0A97F10C990674440FB89CA86357B52C0F80FE9B7AF674440D39B51F3557B52C0A7DC442DCD674440E9A694D74A7B52C0CDBC1C76DF674440,17,1400000US36005003900,36005003900,"Census Tract 39, Bronx County, New York",6595,784,847,200,12.8,593,185,10.4,3.2,0,216210,CT,39,3900,5,36
2353,0106000020E6100000010000000103000000010000000C0000001EA16648157752C0473140A2096A444032BF9A03047752C0459561DC0D6A44408C4127840E7752C0E6340BB43B6A4440EEBF95ECD87652C0620B410E4A6A4440901FF12BD67652C061D17476326A444004FBAF73D37652C06297A8DE1A6A44405E94A0BFD07652C0625DDC46036A444089A9F413CE7652C0D4963AC8EB694440025C902DCB7652C02DA86F99D369444025E4839ECD7652C0985E622CD36944407951BB5F057752C0EE37DA71C36944401EA16648157752C0473140A2096A4440,18,1400000US36005004001,36005004001,"Census Tract 40.01, Bronx County, New York",1419,181,171,58,12.1,101,50,7.6,4.1,0,123145,CT,40.01,4001,5,36
8,0106000020E6100000010000000103000000010000000C000000B20A9B012E7B52C096E5EB32FC674440F0D24D62107B52C0502CB7B41A6844402D02637D037B52C0E45E605628684440675BCD3AE37A52C0AA8E1CE90C684440B86E4A79AD7A52C013CD0358E4674440FE756EDA8C7A52C047A0C1A6CE6744403101BF46927A52C0CD656A12BC674440944737C2A27A52C077AA436E8667444007C89750C17A52C05F545227A0674440326E6AA0F97A52C0A574B0FECF674440C01DA8531E7B52C0F60489EDEE674440B20A9B012E7B52C096E5EB32FC674440,19,1400000US36005004100,36005004100,"Census Tract 41, Bronx County, New York",6462,503,1170,262,18.1,716,226,11.9,3.7,0,184733,CT,41,4100,5,36
2354,0106000020E61000000100000001030000000100000015000000E53922DFA57752C08E368E588B6944406525ADF8867752C07893DFA29369444006E92972887752C02FD0B52FA0694440EEFE78AF5A7752C0ABDA3521AD694440476E4DBA2D7752C0D0CDFE40B96944408405F7031E7752C04B530438BD6944407951BB5F057752C0EE37DA71C369444025E4839ECD7652C0985E622CD3694440AA92C83EC87652C091331477BC69444000BD70E7C27652C0E519FB928D69444015F88A6EBD7652C0162AFF5A5E6944408A1A4CC3F07652C0E0FF8EA85069444061D520CCED7652C083F1D3B837694440E0CFF0660D7752C0282158552F6944402C08E57D1C7752C06CACC43C2B69444006CDAE7B2B7752C0502FF83427694440874677103B7752C093BA641C236944402329E961687752C0CFCFD4EB16694440AD80423D7D7752C0893386394169444041E73576897752C04E6F46CD57694440E53922DFA57752C08E368E588B694440,20,1400000US36005004200,36005004200,"Census Tract 42, Bronx County, New York",7120,806,1639,389,23,902,269,13.7,4.4,0,483356,CT,42,4200,5,36
4516,0106000020E6100000010000000103000000010000000F0000009FA3552DE97A52C0DC3F16A24368444000FA7DFFE67A52C0C2AF58C34568444013B01D8CD87A52C0F1E84658546844407C3F355EBA7A52C05D5E807D74684440F4BA4560AC7A52C09F3028D36868444008D6389B8E7A52C070A609DB4F68444026309DD66D7A52C0C39272F7396844403D75AC527A7A52C0B0170AD80E684440B0D5E594807A52C008C1AA7AF9674440B4C2F4BD867A52C00162122EE4674440FE756EDA8C7A52C047A0C1A6CE674440B86E4A79AD7A52C013CD0358E4674440675BCD3AE37A52C0AA8E1CE90C6844402D02637D037B52C0E45E6056286844409FA3552DE97A52C0DC3F16A243684440,21,1400000US36005004300,36005004300,"Census Tract 43, Bronx County, New York",6050,549,821,175,13.6,483,119,8.9,2.2,0,225393,CT,43,4300,5,36
